attack,defense,hp,image_urls,images,name,number,sp_atk,sp_def,speed,total,types
60,60,90,https://img.pokemondb.net/artwork/phanpy.jpg,"[{'url': 'https://img.pokemondb.net/artwork/phanpy.jpg', 'path': '231_phanpy.jpg', 'checksum': '24ef2fa430b0d7597996fe1a3e5b6771', 'status': 'downloaded'}]",phanpy,231,40,40,40,330,Ground
120,120,90,https://img.pokemondb.net/artwork/donphan.jpg,"[{'url': 'https://img.pokemondb.net/artwork/donphan.jpg', 'path': '232_donphan.jpg', 'checksum': '935979dde562e7e7bafa5226a839e479', 'status': 'downloaded'}]",donphan,232,60,60,50,500,Ground
80,90,85,https://img.pokemondb.net/artwork/porygon2.jpg,"[{'url': 'https://img.pokemondb.net/artwork/porygon2.jpg', 'path': '233_porygon2.jpg', 'checksum': 'c95470711d7fa3e46d5559e321ecd455', 'status': 'downloaded'}]",porygon2,233,105,105,60,525,Normal
95,62,73,https://img.pokemondb.net/artwork/stantler.jpg,"[{'url': 'https://img.pokemondb.net/artwork/stantler.jpg', 'path': '234_stantler.jpg', 'checksum': '5e87f9e96635435d640c68bed62417d2', 'status': 'downloaded'}]",stantler,234,85,85,85,485,Normal
20,35,55,https://img.pokemondb.net/artwork/smeargle.jpg,"[{'url': 'https://img.pokemondb.net/artwork/smeargle.jpg', 'path': '235_smeargle.jpg', 'checksum': 'e506e67240d7c93756696052d81383a9', 'status': 'downloaded'}]",smeargle,235,20,20,75,225,Normal
35,35,35,https://img.pokemondb.net/artwork/tyrogue.jpg,"[{'url': 'https://img.pokemondb.net/artwork/tyrogue.jpg', 'path': '236_tyrogue.jpg', 'checksum': 'd1467eab3698decb4ad2da083d716ab5', 'status': 'downloaded'}]",tyrogue,236,35,35,35,210,Fighting
95,95,50,https://img.pokemondb.net/artwork/hitmontop.jpg,"[{'url': 'https://img.pokemondb.net/artwork/hitmontop.jpg', 'path': '237_hitmontop.jpg', 'checksum': 'c1a9116a3ef57135b253f301ec879152', 'status': 'downloaded'}]",hitmontop,237,35,35,70,380,Fighting
30,15,45,https://img.pokemondb.net/artwork/smoochum.jpg,"[{'url': 'https://img.pokemondb.net/artwork/smoochum.jpg', 'path': '238_smoochum.jpg', 'checksum': '78be02f52e95d0eacfeeb5cfb77c0c3c', 'status': 'downloaded'}]",smoochum,238,85,85,65,325,"Ice,Psychic"
63,37,45,https://img.pokemondb.net/artwork/elekid.jpg,"[{'url': 'https://img.pokemondb.net/artwork/elekid.jpg', 'path': '239_elekid.jpg', 'checksum': '20f16bf2bf7ef6c2f25a133e7dd74eab', 'status': 'downloaded'}]",elekid,239,65,65,95,370,Electric
75,37,45,https://img.pokemondb.net/artwork/magby.jpg,"[{'url': 'https://img.pokemondb.net/artwork/magby.jpg', 'path': '240_magby.jpg', 'checksum': '76bf6a6216650a6a22d1b7ee27300aff', 'status': 'downloaded'}]",magby,240,70,70,83,380,Fire
80,105,95,https://img.pokemondb.net/artwork/miltank.jpg,"[{'url': 'https://img.pokemondb.net/artwork/miltank.jpg', 'path': '241_miltank.jpg', 'checksum': 'b8fa50abf61fb7e0a6bcee2d8578323b', 'status': 'downloaded'}]",miltank,241,40,40,100,460,Normal
10,10,255,https://img.pokemondb.net/artwork/blissey.jpg,"[{'url': 'https://img.pokemondb.net/artwork/blissey.jpg', 'path': '242_blissey.jpg', 'checksum': 'f981aa3889910941509c667177ff9a15', 'status': 'downloaded'}]",blissey,242,75,75,55,480,Normal
85,75,90,https://img.pokemondb.net/artwork/raikou.jpg,"[{'url': 'https://img.pokemondb.net/artwork/raikou.jpg', 'path': '243_raikou.jpg', 'checksum': 'c14c1555edb1410004ac42dcbe52d135', 'status': 'downloaded'}]",raikou,243,115,115,115,595,Electric
115,85,115,https://img.pokemondb.net/artwork/entei.jpg,"[{'url': 'https://img.pokemondb.net/artwork/entei.jpg', 'path': '244_entei.jpg', 'checksum': 'dc6dc8abeb52492b33d991c7caa4b64d', 'status': 'downloaded'}]",entei,244,90,90,100,595,Fire
75,115,100,https://img.pokemondb.net/artwork/suicune.jpg,"[{'url': 'https://img.pokemondb.net/artwork/suicune.jpg', 'path': '245_suicune.jpg', 'checksum': '49d63030241c5179a66ddabaf6b962cf', 'status': 'downloaded'}]",suicune,245,90,90,85,555,Water
64,50,50,https://img.pokemondb.net/artwork/larvitar.jpg,"[{'url': 'https://img.pokemondb.net/artwork/larvitar.jpg', 'path': '246_larvitar.jpg', 'checksum': 'aad281ca7c8a720bb8658a514a40960d', 'status': 'downloaded'}]",larvitar,246,45,45,41,295,"Rock,Ground"
84,70,70,https://img.pokemondb.net/artwork/pupitar.jpg,"[{'url': 'https://img.pokemondb.net/artwork/pupitar.jpg', 'path': '247_pupitar.jpg', 'checksum': '5ac36748f2ba46319d08cf294ce0e8c6', 'status': 'downloaded'}]",pupitar,247,65,65,51,405,"Rock,Ground"
134,110,100,"https://img.pokemondb.net/artwork/tyranitar.jpg,https://img.pokemondb.net/artwork/tyranitar-mega.jpg","[{'url': 'https://img.pokemondb.net/artwork/tyranitar.jpg', 'path': '248_tyranitar.jpg', 'checksum': 'e221e6704a1b22779549176428d46d16', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/tyranitar-mega.jpg', 'path': '248_tyranitar.jpg', 'checksum': '2bb60990d829e53f6829f09589875ff2', 'status': 'downloaded'}]",tyranitar,248,95,95,61,595,"Rock,Dark"
90,130,106,https://img.pokemondb.net/artwork/lugia.jpg,"[{'url': 'https://img.pokemondb.net/artwork/lugia.jpg', 'path': '249_lugia.jpg', 'checksum': 'cc350daa99ff3c93a1dc514ac2298d2a', 'status': 'downloaded'}]",lugia,249,90,90,110,616,"Psychic,Flying"
130,90,106,https://img.pokemondb.net/artwork/ho-oh.jpg,"[{'url': 'https://img.pokemondb.net/artwork/ho-oh.jpg', 'path': '250_ho-oh.jpg', 'checksum': '6a73fa43a61294f086feb2530de4d26d', 'status': 'downloaded'}]",ho-oh,250,110,110,90,636,"Fire,Flying"
100,100,100,https://img.pokemondb.net/artwork/celebi.jpg,"[{'url': 'https://img.pokemondb.net/artwork/celebi.jpg', 'path': '251_celebi.jpg', 'checksum': 'd8fce81f1afd04927ead43652bf2d80e', 'status': 'downloaded'}]",celebi,251,100,100,100,600,"Psychic,Grass"
45,35,40,https://img.pokemondb.net/artwork/treecko.jpg,"[{'url': 'https://img.pokemondb.net/artwork/treecko.jpg', 'path': '252_treecko.jpg', 'checksum': 'add4ef468083626f5135563fdedc2199', 'status': 'downloaded'}]",treecko,252,65,65,70,320,Grass
65,45,50,https://img.pokemondb.net/artwork/grovyle.jpg,"[{'url': 'https://img.pokemondb.net/artwork/grovyle.jpg', 'path': '253_grovyle.jpg', 'checksum': '53253904ca2e7efdf477b46483115216', 'status': 'downloaded'}]",grovyle,253,85,85,95,425,Grass
85,65,70,"https://img.pokemondb.net/artwork/sceptile.jpg,https://img.pokemondb.net/artwork/sceptile-mega.jpg","[{'url': 'https://img.pokemondb.net/artwork/sceptile.jpg', 'path': '254_sceptile.jpg', 'checksum': '40ef82f094fe36a8402b12004776c2d3', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/sceptile-mega.jpg', 'path': '254_sceptile.jpg', 'checksum': '6fbf7d8765a3403c27cae8b7137a3c2d', 'status': 'downloaded'}]",sceptile,254,105,105,120,550,"Grass,Grass"
60,40,45,https://img.pokemondb.net/artwork/torchic.jpg,"[{'url': 'https://img.pokemondb.net/artwork/torchic.jpg', 'path': '255_torchic.jpg', 'checksum': '2f25c3471c77322eda3b27a16e303aff', 'status': 'downloaded'}]",torchic,255,70,70,45,330,Fire
85,60,60,https://img.pokemondb.net/artwork/combusken.jpg,"[{'url': 'https://img.pokemondb.net/artwork/combusken.jpg', 'path': '256_combusken.jpg', 'checksum': '83d97a5bfe9e5f07768f8b37edb39a81', 'status': 'downloaded'}]",combusken,256,85,85,55,430,"Fire,Fighting"
120,70,80,"https://img.pokemondb.net/artwork/blaziken.jpg,https://img.pokemondb.net/artwork/blaziken-mega.jpg","[{'url': 'https://img.pokemondb.net/artwork/blaziken.jpg', 'path': '257_blaziken.jpg', 'checksum': 'c51f732070c1cf3fa8ef8a623749fee9', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/blaziken-mega.jpg', 'path': '257_blaziken.jpg', 'checksum': '2633e2a75e8594ccc65e1c4ece76aedb', 'status': 'downloaded'}]",blaziken,257,110,110,80,570,"Fire,Fighting"
70,50,50,https://img.pokemondb.net/artwork/mudkip.jpg,"[{'url': 'https://img.pokemondb.net/artwork/mudkip.jpg', 'path': '258_mudkip.jpg', 'checksum': '0e3be36e6c3f94f3ee632aa43bea6d7a', 'status': 'downloaded'}]",mudkip,258,50,50,40,310,Water
85,70,70,https://img.pokemondb.net/artwork/marshtomp.jpg,"[{'url': 'https://img.pokemondb.net/artwork/marshtomp.jpg', 'path': '259_marshtomp.jpg', 'checksum': 'b00bda11b0d4f93f3a78345e714fce15', 'status': 'downloaded'}]",marshtomp,259,60,60,50,395,"Water,Ground"
110,90,100,"https://img.pokemondb.net/artwork/swampert.jpg,https://img.pokemondb.net/artwork/swampert-mega.jpg","[{'url': 'https://img.pokemondb.net/artwork/swampert.jpg', 'path': '260_swampert.jpg', 'checksum': '5a78c9a72ebfd1433d22b7cd2eee4990', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/swampert-mega.jpg', 'path': '260_swampert.jpg', 'checksum': '7bafca1730d023bf844eac86e9485c01', 'status': 'downloaded'}]",swampert,260,85,85,60,530,"Water,Ground"
55,35,35,https://img.pokemondb.net/artwork/poochyena.jpg,"[{'url': 'https://img.pokemondb.net/artwork/poochyena.jpg', 'path': '261_poochyena.jpg', 'checksum': '4b824939850bbbd506305c048218a29f', 'status': 'downloaded'}]",poochyena,261,30,30,35,220,Dark
90,70,70,https://img.pokemondb.net/artwork/mightyena.jpg,"[{'url': 'https://img.pokemondb.net/artwork/mightyena.jpg', 'path': '262_mightyena.jpg', 'checksum': 'c04cd40cdc17987ef0f5c3eac537eba3', 'status': 'downloaded'}]",mightyena,262,60,60,70,420,Dark
30,41,38,"https://img.pokemondb.net/artwork/zigzagoon.jpg,https://img.pokemondb.net/artwork/zigzagoon-galarian.jpg","[{'url': 'https://img.pokemondb.net/artwork/zigzagoon.jpg', 'path': '263_zigzagoon.jpg', 'checksum': 'fb6fe1e3fa0ce069a4a7414e766c34e0', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/zigzagoon-galarian.jpg', 'path': '263_zigzagoon.jpg', 'checksum': '9c2968f7c8c4b181e912c46a5b812be6', 'status': 'downloaded'}]",zigzagoon,263,30,30,60,229,"Normal,Dark"
70,61,78,"https://img.pokemondb.net/artwork/linoone.jpg,https://img.pokemondb.net/artwork/linoone-galarian.jpg","[{'url': 'https://img.pokemondb.net/artwork/linoone.jpg', 'path': '264_linoone.jpg', 'checksum': '757b77ad96db81ce5cfdc21f3c1fea89', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/linoone-galarian.jpg', 'path': '264_linoone.jpg', 'checksum': '1f7e6049fbccc3a5da584506d66b7e20', 'status': 'downloaded'}]",linoone,264,50,50,100,409,"Normal,Dark"
45,35,45,https://img.pokemondb.net/artwork/wurmple.jpg,"[{'url': 'https://img.pokemondb.net/artwork/wurmple.jpg', 'path': '265_wurmple.jpg', 'checksum': '2e10d585a1f99e485a49b5c96d308cce', 'status': 'downloaded'}]",wurmple,265,20,20,20,185,Bug
35,55,50,https://img.pokemondb.net/artwork/silcoon.jpg,"[{'url': 'https://img.pokemondb.net/artwork/silcoon.jpg', 'path': '266_silcoon.jpg', 'checksum': '3482d8f162e7ad72712c203401931ee9', 'status': 'downloaded'}]",silcoon,266,25,25,15,205,Bug
70,50,60,https://img.pokemondb.net/artwork/beautifly.jpg,"[{'url': 'https://img.pokemondb.net/artwork/beautifly.jpg', 'path': '267_beautifly.jpg', 'checksum': '3568dcedaa63986992f6f18e625c459b', 'status': 'downloaded'}]",beautifly,267,100,100,65,445,"Bug,Flying"
35,55,50,https://img.pokemondb.net/artwork/cascoon.jpg,"[{'url': 'https://img.pokemondb.net/artwork/cascoon.jpg', 'path': '268_cascoon.jpg', 'checksum': '886385c0949a59b403fd9b35e3f2b57b', 'status': 'downloaded'}]",cascoon,268,25,25,15,205,Bug
50,70,60,https://img.pokemondb.net/artwork/dustox.jpg,"[{'url': 'https://img.pokemondb.net/artwork/dustox.jpg', 'path': '269_dustox.jpg', 'checksum': '42507a13aa2fdd8d0e48f895a82c2151', 'status': 'downloaded'}]",dustox,269,50,50,65,345,"Bug,Poison"
30,30,40,https://img.pokemondb.net/artwork/lotad.jpg,"[{'url': 'https://img.pokemondb.net/artwork/lotad.jpg', 'path': '270_lotad.jpg', 'checksum': 'd1bf336bc40fda1825f4a04544ec64db', 'status': 'downloaded'}]",lotad,270,40,40,30,210,"Water,Grass"
50,50,60,https://img.pokemondb.net/artwork/lombre.jpg,"[{'url': 'https://img.pokemondb.net/artwork/lombre.jpg', 'path': '271_lombre.jpg', 'checksum': 'a3bdb8e1740ff03df2f15caad0610920', 'status': 'downloaded'}]",lombre,271,60,60,50,330,"Water,Grass"
70,70,80,https://img.pokemondb.net/artwork/ludicolo.jpg,"[{'url': 'https://img.pokemondb.net/artwork/ludicolo.jpg', 'path': '272_ludicolo.jpg', 'checksum': '275bb8046a4447dde1c0c6a8bf115462', 'status': 'downloaded'}]",ludicolo,272,90,90,70,470,"Water,Grass"
40,50,40,https://img.pokemondb.net/artwork/seedot.jpg,"[{'url': 'https://img.pokemondb.net/artwork/seedot.jpg', 'path': '273_seedot.jpg', 'checksum': 'c5ebc24840b8d770096571f3baa9136a', 'status': 'downloaded'}]",seedot,273,30,30,30,220,Grass
70,40,70,https://img.pokemondb.net/artwork/nuzleaf.jpg,"[{'url': 'https://img.pokemondb.net/artwork/nuzleaf.jpg', 'path': '274_nuzleaf.jpg', 'checksum': '93d9cf7f564812d5c35b57b315fe4bf0', 'status': 'downloaded'}]",nuzleaf,274,60,60,60,360,"Grass,Dark"
100,60,90,https://img.pokemondb.net/artwork/shiftry.jpg,"[{'url': 'https://img.pokemondb.net/artwork/shiftry.jpg', 'path': '275_shiftry.jpg', 'checksum': 'ba9b723eedf011f870041ccdcafc8570', 'status': 'downloaded'}]",shiftry,275,90,90,80,510,"Grass,Dark"
55,30,40,https://img.pokemondb.net/artwork/taillow.jpg,"[{'url': 'https://img.pokemondb.net/artwork/taillow.jpg', 'path': '276_taillow.jpg', 'checksum': '2b70604cb5d0c55dafdc9d02fa8195dc', 'status': 'downloaded'}]",taillow,276,30,30,85,270,"Normal,Flying"
85,60,60,https://img.pokemondb.net/artwork/swellow.jpg,"[{'url': 'https://img.pokemondb.net/artwork/swellow.jpg', 'path': '277_swellow.jpg', 'checksum': '76b00a83b6616d61b01afa84dd32b5ad', 'status': 'downloaded'}]",swellow,277,75,75,125,480,"Normal,Flying"
30,30,40,https://img.pokemondb.net/artwork/wingull.jpg,"[{'url': 'https://img.pokemondb.net/artwork/wingull.jpg', 'path': '278_wingull.jpg', 'checksum': '9e0bac0f8ded7607a998c7ad0a00ed29', 'status': 'downloaded'}]",wingull,278,55,55,85,295,"Water,Flying"
50,100,60,https://img.pokemondb.net/artwork/pelipper.jpg,"[{'url': 'https://img.pokemondb.net/artwork/pelipper.jpg', 'path': '279_pelipper.jpg', 'checksum': 'c2d59387093e1dcb7ad19b99637c5a37', 'status': 'downloaded'}]",pelipper,279,95,95,65,465,"Water,Flying"
25,25,28,https://img.pokemondb.net/artwork/ralts.jpg,"[{'url': 'https://img.pokemondb.net/artwork/ralts.jpg', 'path': '280_ralts.jpg', 'checksum': '62ab14b73d49e4a34c3d8d439b95266c', 'status': 'downloaded'}]",ralts,280,45,45,40,208,"Psychic,Fairy"
35,35,38,https://img.pokemondb.net/artwork/kirlia.jpg,"[{'url': 'https://img.pokemondb.net/artwork/kirlia.jpg', 'path': '281_kirlia.jpg', 'checksum': '555733156a71276b2d41fac6dee7b44f', 'status': 'downloaded'}]",kirlia,281,65,65,50,288,"Psychic,Fairy"
65,65,68,"https://img.pokemondb.net/artwork/gardevoir.jpg,https://img.pokemondb.net/artwork/gardevoir-mega.jpg","[{'url': 'https://img.pokemondb.net/artwork/gardevoir.jpg', 'path': '282_gardevoir.jpg', 'checksum': '604240a4f87fd2cc957321461b112c36', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/gardevoir-mega.jpg', 'path': '282_gardevoir.jpg', 'checksum': '95db2b87f2a6ebdb70622e2993c4bb6f', 'status': 'downloaded'}]",gardevoir,282,125,125,80,528,"Psychic,Fairy"
30,32,40,https://img.pokemondb.net/artwork/surskit.jpg,"[{'url': 'https://img.pokemondb.net/artwork/surskit.jpg', 'path': '283_surskit.jpg', 'checksum': '646439d06856d52efd431ed5f9804903', 'status': 'downloaded'}]",surskit,283,50,50,65,267,"Bug,Water"
60,62,70,https://img.pokemondb.net/artwork/masquerain.jpg,"[{'url': 'https://img.pokemondb.net/artwork/masquerain.jpg', 'path': '284_masquerain.jpg', 'checksum': '2c4976f6129f128f59c19bff958ad99a', 'status': 'downloaded'}]",masquerain,284,100,100,80,472,"Bug,Flying"
40,60,60,https://img.pokemondb.net/artwork/shroomish.jpg,"[{'url': 'https://img.pokemondb.net/artwork/shroomish.jpg', 'path': '285_shroomish.jpg', 'checksum': 'c07e1861561dcca8295fa892aec38a83', 'status': 'downloaded'}]",shroomish,285,40,40,35,275,Grass
130,80,60,https://img.pokemondb.net/artwork/breloom.jpg,"[{'url': 'https://img.pokemondb.net/artwork/breloom.jpg', 'path': '286_breloom.jpg', 'checksum': '1671f60697a94baafa796e9a2d47c9bf', 'status': 'downloaded'}]",breloom,286,60,60,70,460,"Grass,Fighting"
60,60,60,https://img.pokemondb.net/artwork/slakoth.jpg,"[{'url': 'https://img.pokemondb.net/artwork/slakoth.jpg', 'path': '287_slakoth.jpg', 'checksum': 'ca33ecb98fa1af0911757fc210efa6e6', 'status': 'downloaded'}]",slakoth,287,35,35,30,280,Normal
80,80,80,https://img.pokemondb.net/artwork/vigoroth.jpg,"[{'url': 'https://img.pokemondb.net/artwork/vigoroth.jpg', 'path': '288_vigoroth.jpg', 'checksum': '04b50f3ea651714a94e76c4a80361070', 'status': 'downloaded'}]",vigoroth,288,55,55,90,440,Normal
160,100,150,https://img.pokemondb.net/artwork/slaking.jpg,"[{'url': 'https://img.pokemondb.net/artwork/slaking.jpg', 'path': '289_slaking.jpg', 'checksum': 'fe2f228ecf862e1b5b5c2df45788e9e9', 'status': 'downloaded'}]",slaking,289,95,95,100,700,Normal
45,90,31,https://img.pokemondb.net/artwork/nincada.jpg,"[{'url': 'https://img.pokemondb.net/artwork/nincada.jpg', 'path': '290_nincada.jpg', 'checksum': '24bfd5543faa8c57f26206f0a496e1e3', 'status': 'downloaded'}]",nincada,290,30,30,40,266,"Bug,Ground"
90,45,61,https://img.pokemondb.net/artwork/ninjask.jpg,"[{'url': 'https://img.pokemondb.net/artwork/ninjask.jpg', 'path': '291_ninjask.jpg', 'checksum': 'c7a7f275320db7b4ce8532491b38c212', 'status': 'downloaded'}]",ninjask,291,50,50,160,456,"Bug,Flying"
90,45,1,https://img.pokemondb.net/artwork/shedinja.jpg,"[{'url': 'https://img.pokemondb.net/artwork/shedinja.jpg', 'path': '292_shedinja.jpg', 'checksum': 'ae9f1645f394c8f035fa431abbd129b2', 'status': 'downloaded'}]",shedinja,292,30,30,40,236,"Bug,Ghost"
51,23,64,https://img.pokemondb.net/artwork/whismur.jpg,"[{'url': 'https://img.pokemondb.net/artwork/whismur.jpg', 'path': '293_whismur.jpg', 'checksum': '0b86ce45bc4f33015b0d62832f8ad904', 'status': 'downloaded'}]",whismur,293,51,51,28,268,Normal
71,43,84,https://img.pokemondb.net/artwork/loudred.jpg,"[{'url': 'https://img.pokemondb.net/artwork/loudred.jpg', 'path': '294_loudred.jpg', 'checksum': '0c08fdf90d784aa787549a9f185d3d86', 'status': 'downloaded'}]",loudred,294,71,71,48,388,Normal
91,63,104,https://img.pokemondb.net/artwork/exploud.jpg,"[{'url': 'https://img.pokemondb.net/artwork/exploud.jpg', 'path': '295_exploud.jpg', 'checksum': '0777143faa75fa888f933bdb919481e7', 'status': 'downloaded'}]",exploud,295,91,91,68,508,Normal
60,30,72,https://img.pokemondb.net/artwork/makuhita.jpg,"[{'url': 'https://img.pokemondb.net/artwork/makuhita.jpg', 'path': '296_makuhita.jpg', 'checksum': 'd2d7399f98a9e5e35d255e61335e50fc', 'status': 'downloaded'}]",makuhita,296,20,20,25,227,Fighting
120,60,144,https://img.pokemondb.net/artwork/hariyama.jpg,"[{'url': 'https://img.pokemondb.net/artwork/hariyama.jpg', 'path': '297_hariyama.jpg', 'checksum': 'b7fd3b91792e47adcca4bdb096c64b86', 'status': 'downloaded'}]",hariyama,297,40,40,50,454,Fighting
20,40,50,https://img.pokemondb.net/artwork/azurill.jpg,"[{'url': 'https://img.pokemondb.net/artwork/azurill.jpg', 'path': '298_azurill.jpg', 'checksum': '7caf4c551ab0c8d38ecde05c514f2c3d', 'status': 'downloaded'}]",azurill,298,20,20,20,170,"Normal,Fairy"
45,135,30,https://img.pokemondb.net/artwork/nosepass.jpg,"[{'url': 'https://img.pokemondb.net/artwork/nosepass.jpg', 'path': '299_nosepass.jpg', 'checksum': 'fcaf4d8b9750e2be1242c13c4c081743', 'status': 'downloaded'}]",nosepass,299,45,45,30,330,Rock
45,45,50,https://img.pokemondb.net/artwork/skitty.jpg,"[{'url': 'https://img.pokemondb.net/artwork/skitty.jpg', 'path': '300_skitty.jpg', 'checksum': '5740c6a55f32227a90055a0ddf17987f', 'status': 'downloaded'}]",skitty,300,35,35,50,260,Normal
65,65,70,https://img.pokemondb.net/artwork/delcatty.jpg,"[{'url': 'https://img.pokemondb.net/artwork/delcatty.jpg', 'path': '301_delcatty.jpg', 'checksum': '9353a371b6b34c0a1369713c3c57d085', 'status': 'downloaded'}]",delcatty,301,55,55,90,400,Normal
75,75,50,"https://img.pokemondb.net/artwork/sableye.jpg,https://img.pokemondb.net/artwork/sableye-mega.jpg","[{'url': 'https://img.pokemondb.net/artwork/sableye.jpg', 'path': '302_sableye.jpg', 'checksum': '9562d6164e97dc0f4af82937c9c145d4', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/sableye-mega.jpg', 'path': '302_sableye.jpg', 'checksum': '61456fa7a73ea6f3647c851800eca020', 'status': 'downloaded'}]",sableye,302,65,65,50,380,"Dark,Ghost"
85,85,50,"https://img.pokemondb.net/artwork/mawile.jpg,https://img.pokemondb.net/artwork/mawile-mega.jpg","[{'url': 'https://img.pokemondb.net/artwork/mawile.jpg', 'path': '303_mawile.jpg', 'checksum': 'c631c10f19d4d7a6853e6d7d58a3600a', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/mawile-mega.jpg', 'path': '303_mawile.jpg', 'checksum': 'eec4adf72e7ff34c5532a91ebb8aa8ca', 'status': 'downloaded'}]",mawile,303,55,55,50,380,"Steel,Fairy"
70,100,50,https://img.pokemondb.net/artwork/aron.jpg,"[{'url': 'https://img.pokemondb.net/artwork/aron.jpg', 'path': '304_aron.jpg', 'checksum': '866b7ca3a7e50ac3f95d78e1cf9c3d7f', 'status': 'downloaded'}]",aron,304,40,40,30,330,"Steel,Rock"
90,140,60,https://img.pokemondb.net/artwork/lairon.jpg,"[{'url': 'https://img.pokemondb.net/artwork/lairon.jpg', 'path': '305_lairon.jpg', 'checksum': '85b980a0d7f65e1e9ccb606e7cdf0df7', 'status': 'downloaded'}]",lairon,305,50,50,40,430,"Steel,Rock"
